id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,total_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_kegg_pval,total_de
885,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor-dist,3,FALSE,1,470,470,9828,17,336,238,28,0.013,1083.06821864286,17,13,13,0.0259,37.4582608360654,120126
886,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor-dist,4,FALSE,1,487,487,9828,16,263,204,23,0.0122,913.760396976493,11,9,10,0.0229,28.9654168890483,120126
887,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor-dist,5,FALSE,1,483,483,9828,16,313,196,23,0.0132,1130.17797608382,13,7,13,0.0191,35.8246374356848,120126
888,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor-dist,6,FALSE,1,473,473,9828,16,322,200,27,0.0098,1209.05749597432,10,6,10,0.0151,29.009831281095,120126
889,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor-dist,7,FALSE,1,485,485,9828,16,290,179,25,0.0102,904.468112245329,7,4,7,0.0152,20.3673703024094,120126
88,signed,1,FALSE,FALSE,FALSE,FALSE,limma,spearman,4,FALSE,1,473,473,9828,17,299,163,22,0.0115,917.141242283241,6,2,6,0.0071,17.8822823875047,120126
890,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor-dist,8,FALSE,1,465,465,9828,17,319,169,21,0.0085,1141.11331594827,19,12,15,0.0251,42.3455721945959,120126
891,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor-dist,9,FALSE,1,479,479,9828,17,291,178,22,0.0089,1012.31682203033,14,10,12,0.0191,33.3831559218845,120126
892,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor-dist,10,FALSE,1,466,466,9828,16,325,212,28,0.0113,1077.45532433339,22,18,15,0.0223,44.2323473476298,120126
893,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor-dist,11,FALSE,1,471,471,9828,16,276,195,24,0.0108,894.967738612115,15,12,12,0.0277,31.9016079532504,120126
894,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor-dist,12,FALSE,1,468,468,9828,16,316,237,27,0.0115,987.216295233415,16,14,11,0.0199,34.0234641841438,120126
895,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor-dist,13,FALSE,1,469,469,9828,16,295,213,26,0.0111,921.700957898139,13,9,12,0.0215,31.7228046848781,120126
896,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor-dist,14,FALSE,1,479,479,9828,16,289,181,25,0.0101,1077.74659971901,14,9,10,0.0206,36.7902808063165,120126
897,signed,1,TRUE,FALSE,FALSE,TRUE,limma,cor,1,FALSE,1,475,475,9828,17,345,182,24,0.0099,943.284754981778,14,9,13,0.0183,33.0403042486723,120126
898,signed,1,TRUE,FALSE,FALSE,TRUE,limma,cor,2,FALSE,1,475,475,9828,16,315,166,25,0.0109,859.437013936467,19,14,14,0.0217,37.0443214940372,120126
899,signed,1,TRUE,FALSE,FALSE,TRUE,limma,cor,3,FALSE,1,478,478,9828,16,338,203,28,0.01,887.356800462337,20,15,14,0.0226,40.0243199775816,120126
